,grade,sqft_living,pop_den_by_zip,view,zip_rank_price,lat,sqft_lot,dist_cent,has_basement,zipcode_mean_liv,price
56,8,1850,1725,0.0,2,47.5059,9976,0.009762535734072302,0,2384.58,430000.0
57,8,2150,3580,3.0,2,47.4336,21235,0.02064805900277016,1,2005.81,650000.0
58,7,1260,3194,0.0,1,47.4366,8400,0.019571101108032375,0,1610.53,289000.0
59,8,2519,3580,0.0,2,47.4428,8690,0.020565337950137794,0,2005.81,505000.0
60,8,1540,7018,0.0,3,47.6765,1044,0.004591556786702858,0,1811.57,549000.0
61,7,1660,13594,0.0,3,47.6113,6000,0.0008954958448754136,1,1735.14,425000.0
62,7,2770,7895,0.0,3,47.5747,3809,0.003660422160665038,1,1798.73,317625.0
63,10,2720,3977,0.0,5,47.5815,11049,0.0016940620498619246,0,2209.22,975000.0
64,7,2240,1717,0.0,1,47.3378,4648,0.00744894321329783,0,1876.0,287000.0
65,7,1000,1537,0.0,1,47.3621,12070,0.031810083102493655,0,1963.3,204000.0
66,8,3200,3977,0.0,5,47.6303,20158,8.702216066474889e-05,1,2209.22,1330000.0
67,11,4770,2361,0.0,4,47.6525,50094,0.001962548476454518,1,2572.91,1040000.0
68,7,1260,4428,0.0,3,47.7362,5612,0.005794553739611706,0,1937.39,325000.0
69,7,2750,6879,0.0,2,47.7168,7807,0.005142740997230346,1,1735.34,571000.0
70,8,2380,469,0.0,2,47.3608,5000,0.051509293628809294,0,2089.72,360000.0
71,7,1790,1537,0.0,1,47.3511,50529,0.04327148310249479,1,1963.3,349000.0
72,10,3430,2185,0.0,4,47.5822,35102,0.010415909418283095,1,2998.8,832500.0
73,7,1760,4437,0.0,3,47.6034,7300,0.0022778988919668645,1,2057.97,380000.0
74,7,1040,7523,0.0,3,47.5636,5060,0.00998524321329683,0,1830.22,480000.0
75,7,1410,6279,0.0,2,47.7073,5060,0.008979556786703324,1,1614.76,410000.0
76,10,3450,334,0.0,1,47.342,39683,0.05828795152354469,0,1951.42,720000.0
77,8,2350,469,0.0,2,47.3512,5100,0.06104480941828443,0,2089.72,390000.0
78,7,1900,469,0.0,2,47.349,5889,0.055190309418281916,0,2089.72,360000.0
79,7,2020,6841,0.0,2,47.5474,6720,0.0046446590027697365,1,1672.28,355000.0
80,8,1680,1725,0.0,2,47.4811,8712,0.011797440997230096,0,2384.58,356000.0
81,6,960,6879,0.0,2,47.7264,6634,0.008014819944598295,0,1735.34,315000.0
82,9,2140,8638,0.0,4,47.6337,3600,0.001181556786703006,1,1859.61,940000.0
83,7,2660,892,0.0,1,47.2909,8400,0.01404469362881127,0,2144.05,305000.0
84,9,2770,4323,0.0,2,47.5228,6278,0.003271898891967119,1,1998.23,461000.0
85,7,1610,4323,0.0,2,47.518,2040,0.0039601462603875695,0,1998.23,215000.0
86,7,1030,6425,0.0,3,47.5394,1066,0.013330216897507125,1,1699.25,335000.0
87,7,1980,4604,0.0,1,47.2897,7403,0.04724259058171715,0,1983.41,243500.0
88,10,3520,4714,0.0,4,47.6506,6353,0.004114014681439874,0,2072.72,1100000.0
89,7,1200,4604,0.0,1,47.322,10500,0.036329532686980186,0,1983.41,153000.0
90,8,1580,7953,0.0,3,47.687,5000,0.009625493628807977,1,1692.04,430000.0
91,8,1580,7953,0.0,3,47.687,5000,0.009625493628807977,1,1692.04,700000.0
92,7,3300,3591,0.0,5,47.5873,10250,0.000674443213296264,1,2699.47,905000.0
93,7,1960,2024,0.0,1,47.3576,15681,0.012280764265928413,0,1729.97,247500.0
94,7,1160,4604,0.0,1,47.3036,6400,0.04721109584487517,0,1983.41,199000.0
95,7,1810,469,0.0,2,47.4109,41800,0.05842751468144176,1,2089.72,314000.0
96,9,2320,41,2.0,2,47.4838,36847,0.07294524099722978,0,1840.36,437500.0
97,9,2070,15829,0.0,4,47.6415,13241,0.0013952936288087448,1,1891.24,850830.0
98,7,1980,7953,0.0,3,47.6775,3478,0.007416798891966807,1,1692.04,555000.0
99,8,2920,3977,0.0,5,47.5814,8113,0.0015240515235457775,0,2209.22,1090000.0
100,7,1210,2215,0.0,1,47.4375,33919,0.008816672576177834,0,2006.16,290000.0
101,8,2340,2215,0.0,1,47.4431,10005,0.017823904155125508,1,2006.16,375000.0
102,7,1670,7953,0.0,3,47.6878,4005,0.009371925207756133,1,1692.04,460000.0
103,8,1240,4441,0.0,1,47.3813,2493,0.0221528642659285,0,1746.92,188500.0
104,10,3140,785,0.0,4,47.7304,28037,0.015728190581718343,0,2742.81,680000.0
105,7,2030,2908,0.0,4,47.6417,12342,0.002053053739612104,0,2345.22,470000.0
106,8,2310,469,0.0,4,47.5386,9624,0.015362193628808956,0,2398.57,597750.0
107,6,1260,9905,0.0,3,47.6823,3328,0.006772662049861275,1,1638.48,570000.0
108,7,1540,469,0.0,2,47.3624,12600,0.05250960415512324,0,2089.72,272500.0
109,7,2080,2989,2.0,2,47.5474,5969,0.004954574792243793,1,1704.62,329950.0
110,9,3230,1717,0.0,1,47.3183,16171,0.006728601108033286,1,1876.0,480000.0
111,8,4380,7953,0.0,3,47.6981,6350,0.010027430470913076,0,1692.04,740500.0
112,8,1590,9905,0.0,3,47.6824,1102,0.006669414681440066,0,1638.48,518500.0
113,6,880,4966,0.0,1,47.5009,6780,0.0021011168975075016,0,1722.62,205425.0
114,6,1570,3794,0.0,1,47.4965,9600,0.009236527423822655,0,1468.62,171800.0
115,7,1610,7895,0.0,3,47.587,2982,0.002384380055401437,0,1798.73,535000.0
116,8,2400,3341,2.0,3,47.7728,6474,0.022919977839333763,1,2170.96,660000.0
117,7,1450,4428,0.0,3,47.7288,9132,0.0005250747922438552,0,1937.39,391500.0
118,6,770,7953,0.0,3,47.6999,6000,0.009973851523545752,0,1692.04,395000.0
119,7,2100,6841,0.0,2,47.5299,4400,0.0033192642659286144,1,1672.28,445000.0
120,9,2910,2908,0.0,4,47.6897,10204,0.00862461163434915,0,2345.22,770000.0
121,8,2750,3977,0.0,5,47.6141,17789,0.0002053673130193755,1,2209.22,1450000.0
122,8,2100,4966,2.0,1,47.5091,8201,0.0014990326869806449,1,1722.62,445000.0
123,8,2160,4604,0.0,1,47.3129,8811,0.049588232686981176,1,1983.41,260000.0
124,7,2320,9905,0.0,3,47.6763,4960,0.006219240997229641,1,1638.48,822500.0
125,7,2070,171,0.0,3,47.5319,4310,0.03542987257617832,0,2602.71,430000.0
126,7,1060,892,0.0,1,47.2761,7875,0.02757189362880868,0,2144.05,212000.0
127,8,2010,469,0.0,4,47.5343,9603,0.016037240997229703,1,2398.57,660500.0
128,8,2010,2719,0.0,4,47.5517,2287,0.0170545462603886,1,2230.1,453246.0
129,9,2140,9602,0.0,3,47.6734,2278,0.007227083102492747,0,1558.64,675000.0
130,7,1320,3800,0.0,1,47.3257,17390,0.01943088531856174,0,1924.47,199000.0
131,7,2020,3800,0.0,1,47.3309,7840,0.019975095844877402,1,1924.47,220000.0
132,8,2590,3606,0.0,2,47.7689,10002,0.005033156786704385,1,2119.75,452000.0
133,6,1190,6879,0.0,2,47.7135,4440,0.004958114681441083,0,1735.34,382500.0
134,8,1170,9602,0.0,3,47.6722,1249,0.007095667313018648,0,1558.64,519950.0
135,7,1110,8638,0.0,4,47.6338,3200,0.0011325041551245906,0,1859.61,665000.0
136,8,2820,3402,0.0,4,47.5707,9375,0.005583283102493007,1,2712.18,527700.0
137,7,1610,2215,0.0,1,47.4563,8579,0.010123609418281629,1,2006.16,205000.0
138,7,1060,6279,0.0,2,47.7144,8097,0.010737814681439892,1,1614.76,420000.0
139,8,2030,3402,0.0,4,47.5495,8517,0.00430056731301888,1,2712.18,500000.0
140,8,2550,10361,0.0,4,47.6354,4000,0.0012830146814398339,1,1905.51,890000.0
141,8,2260,2024,0.0,1,47.3887,12500,0.01297741163434943,1,1729.97,258000.0
142,7,1430,9905,0.0,3,47.6873,3455,0.006550925207756021,1,1638.48,511000.0
143,8,1360,9905,0.0,3,47.6838,3090,0.007185267313018618,0,1638.48,532170.0
144,7,1110,9602,0.0,3,47.655,5000,0.0038539094182823285,0,1558.64,560000.0
145,7,1250,3800,0.0,1,47.3255,8200,0.021838906371191992,0,1924.47,282950.0
146,7,700,7018,0.0,3,47.679,5100,0.0037315041551245296,0,1811.57,350000.0
147,7,1180,2215,0.0,1,47.4479,7669,0.009743156786703512,0,2006.16,215000.0
148,9,3960,4323,0.0,2,47.525,25245,0.00589811468144092,1,1998.23,650000.0
149,8,2640,4604,0.0,1,47.3135,7500,0.0429539063711916,1,1983.41,320000.0
150,7,1270,52,0.0,1,47.2086,7198,0.09784746204986462,0,1742.45,247000.0
151,8,1760,1725,0.0,2,47.4715,11180,0.017339893628809937,0,2384.58,320000.0
152,7,2060,5573,0.0,1,47.4877,8632,0.014259390581717098,1,1621.45,255000.0
153,7,1780,4428,0.0,3,47.7171,9660,0.0035092537396124086,0,1937.39,438000.0
154,10,3400,2185,0.0,4,47.6012,16603,0.0049264673130201,0,2998.8,900000.0
155,7,1910,4428,0.0,3,47.7319,7280,0.0007547800554012744,1,1937.39,441000.0
156,7,2020,469,0.0,4,47.4582,38332,0.03467799362881027,1,2398.57,420000.0
157,7,1580,4428,0.0,3,47.7209,7000,0.006054380055400974,1,1937.39,370000.0
158,5,1340,4441,0.0,1,47.408,7250,0.02080896426592761,1,1746.92,269950.0
159,9,2680,3402,0.0,4,47.565,4499,0.00635031994459875,0,2712.18,807100.0
160,8,2680,4428,0.0,3,47.7028,9750,4.101108033668638e-06,1,1937.39,653000.0
161,7,1370,6279,0.0,2,47.7458,8336,0.012085740997230393,0,1614.76,371500.0
162,7,1560,3580,0.0,2,47.4776,21000,0.015603816897507313,0,2005.81,284000.0
163,7,2160,4604,0.0,1,47.3026,7140,0.04606892742382165,1,1983.41,272000.0
164,7,1340,6279,0.0,2,47.7658,7912,0.015212056786703093,0,1614.76,313000.0
165,10,3880,3696,0.0,4,47.6477,35003,0.0011194326869805016,1,2219.42,917500.0
166,8,2590,3402,0.0,4,47.5619,8190,0.006679083102493097,0,2712.18,673000.0
167,8,1120,13594,0.0,3,47.6106,1100,0.0011272853185598697,1,1735.14,425000.0
168,7,1970,7895,0.0,3,47.5868,5400,0.00293007479224441,1,1798.73,399950.0
169,6,1220,13594,0.0,3,47.6101,4800,0.0011224221606647633,0,1735.14,385000.0
170,7,1950,52,2.0,1,47.1976,7560,0.09915120415512677,1,1742.45,269950.0
171,7,1350,3341,0.0,3,47.7224,8220,0.012380040997230158,1,2170.96,330000.0
172,7,1670,4741,0.0,1,47.3505,5797,0.014282146260387513,0,1956.98,260000.0
173,7,2380,6732,0.0,2,47.5384,5125,0.01253489584487557,1,1543.6,470000.0
174,7,2440,4428,0.0,3,47.7044,9600,0.0024693379501382214,0,1937.39,589000.0
175,7,1050,469,0.0,2,47.3848,3419,0.04610779362880912,0,2089.72,163500.0
176,9,3130,2908,0.0,4,47.6993,13412,0.009604232686980237,1,2345.22,835000.0
177,10,4090,3696,2.0,4,47.6627,12850,0.0016282958448752298,1,2219.42,1100000.0
178,8,1490,4604,0.0,1,47.3099,10000,0.046600306371193057,1,1983.41,269000.0
179,8,1900,2411,0.0,4,47.62,8744,0.0009174988919675083,0,2602.99,560000.0
180,6,1330,9905,0.0,3,47.65,2400,0.0027368725761770423,0,1638.48,615000.0
181,8,2230,2908,0.0,4,47.6647,10026,0.0031081379501384154,1,2345.22,585188.0
182,7,1650,4428,0.0,3,47.726000000000006,9480,0.004050164265927913,1,1937.39,305000.0
183,6,1190,2215,0.0,1,47.4616,8820,0.0076827041551252775,0,2006.16,166950.0
184,8,2140,3591,0.0,5,47.5505,9897,0.0008964620498619624,0,2699.47,799000.0
185,7,2180,6279,0.0,2,47.7606,7508,0.014243567313018663,1,1614.76,400000.0
186,7,1060,4330,0.0,2,47.7481,10228,0.008495767313018987,0,1751.5,230000.0
187,8,1690,4604,0.0,1,47.2779,5025,0.04023129584487322,0,1983.41,256883.0
188,7,1970,2989,0.0,2,47.5511,6480,0.005972211634349131,1,1704.62,423000.0
189,8,2150,6732,0.0,2,47.5488,4084,0.010723127423822934,0,1543.6,465000.0
190,6,860,4323,0.0,2,47.5093,11725,0.0054382936288090815,0,1998.23,210000.0
191,8,1940,1537,0.0,1,47.3777,14952,0.016326819944597087,0,1963.3,297000.0
192,7,1010,9602,0.0,3,47.675,5000,0.008167093628808414,0,1558.64,470000.0
193,7,1300,4604,0.0,1,47.3025,7370,0.04479370637119254,1,1983.41,226500.0
194,6,910,1725,0.0,2,47.4787,8450,0.010678756786703287,0,2384.58,274250.0
195,9,2480,3591,0.0,5,47.5378,11010,0.0010495304709146982,1,2699.47,840000.0
196,8,2440,2908,0.0,4,47.7073,4587,0.00964760110803229,0,2345.22,677900.0
197,7,1010,7523,0.0,3,47.5733,5864,0.007734127423822476,0,1830.22,425000.0
198,6,900,3580,0.0,2,47.4604,9600,0.017755069529085822,0,2005.81,180250.0
199,7,2300,6279,0.0,2,47.7067,3404,0.009159651523545578,1,1614.76,464000.0
200,8,1550,469,0.0,2,47.354,7579,0.049855983102494325,0,2089.72,320000.0
201,8,1270,10643,0.0,4,47.6647,1566,0.0021084199445986725,1,1961.75,625504.0
202,9,2240,2411,0.0,4,47.6143,12032,0.002264451523546076,0,2602.99,592500.0
203,9,2714,1717,0.0,1,47.3185,17936,0.013464548476456086,0,1876.0,465000.0
204,8,1720,6841,0.0,2,47.5458,6270,0.0029217590027701993,0,1672.28,477000.0
205,6,850,3794,0.0,1,47.4889,16400,0.009239411634349963,0,1468.62,280000.0
206,8,2250,5573,0.0,1,47.5133,5692,0.016507811634349664,0,1621.45,445838.0
207,8,3900,7895,3.0,3,47.5884,14864,0.0021868168975069015,1,1798.73,1070000.0
208,8,1320,3341,0.0,3,47.7145,10800,0.01218374626038813,0,2170.96,467000.0
209,10,2760,2185,0.0,4,47.5836,6440,0.008464356786704697,0,2998.8,686000.0
210,7,1750,4441,0.0,1,47.398,9750,0.015415827423824092,1,1746.92,279950.0
211,8,2330,3569,0.0,3,47.7663,19436,0.002270180055401176,0,2255.07,527000.0
212,8,2220,4741,0.0,1,47.3758,16020,0.0035002146814408107,1,1956.98,325000.0
213,7,2020,469,0.0,2,47.3828,8379,0.05036516204986212,0,2089.72,328000.0
214,7,1250,5573,0.0,1,47.5123,7500,0.015980285318559835,0,1621.45,390000.0
215,8,1510,662,0.0,4,47.7076,6516,0.018037543213295478,0,2411.52,479950.0
216,7,1720,4604,0.0,1,47.2922,9753,0.046557543213294826,1,1983.41,264950.0
217,7,1430,4877,0.0,1,47.4075,15246,0.0037068831024934246,1,1910.32,235000.0
218,7,1480,662,0.0,4,47.6794,4729,0.010743516897506505,0,2411.52,516500.0
219,7,1450,3580,4.0,2,47.4497,15798,0.02521654847645452,1,2005.81,655000.0
220,7,2280,1725,0.0,2,47.5218,15347,0.006911714681440472,0,2384.58,500000.0
221,8,2940,4604,0.0,1,47.3103,7350,0.03395796952908582,1,1983.41,315000.0
222,6,1000,236,0.0,2,47.5687,10200,0.01865436731301995,0,1747.5,213000.0
223,7,2480,2989,0.0,2,47.5575,5280,0.004847737950138617,1,1704.62,475000.0
224,10,3760,3696,0.0,4,47.6489,28040,0.0011542747922434092,0,2219.42,1030000.0
225,7,1970,13594,0.0,3,47.6136,4740,0.0008114905817176682,1,1735.14,410000.0
226,9,4410,3800,2.0,1,47.3376,14034,0.02670182216066423,1,1924.47,472000.0
227,7,1430,3800,0.0,1,47.3173,8505,0.027050759002770753,0,1924.47,225000.0
228,6,830,6732,0.0,2,47.5308,6000,0.01363649584487613,0,1543.6,210000.0
229,7,1430,7018,0.0,3,47.6727,5000,0.0032493146814405786,0,1811.57,455000.0
230,6,1300,4423,0.0,1,47.3221,8316,0.004557619944600211,0,1627.74,225000.0
231,7,1030,9905,2.0,3,47.6779,3060,0.006465777839334818,1,1638.48,480000.0
232,9,2740,4604,0.0,1,47.3076,11872,0.05201704847645316,0,1983.41,363000.0
233,6,720,4161,0.0,1,47.5218,5120,0.012982522160665082,0,1483.36,181000.0
234,7,2010,4423,0.0,1,47.2785,7312,0.0062530515235478526,0,1627.74,250000.0
235,6,1560,9905,0.0,3,47.6846,3000,0.0068050567867037155,1,1638.48,481000.0
236,7,1810,2024,0.0,1,47.3656,7209,0.01217246426592952,1,1729.97,260000.0
237,9,3360,2215,0.0,1,47.4369,7685,0.02256736731301863,0,2006.16,455000.0
238,8,1510,41,0.0,2,47.4616,36224,0.08491364626039039,0,1840.36,415000.0
239,7,1400,6841,0.0,2,47.5405,3538,0.003286337950138168,1,1672.28,349500.0
240,7,1730,4741,0.0,1,47.3507,7442,0.014545914681441107,0,1956.98,245000.0
241,7,1420,7018,2.0,3,47.6979,9191,0.006495030470913226,0,1811.57,592500.0
242,7,2360,4161,0.0,1,47.5278,7620,0.011061890581717615,1,1483.36,385000.0
243,7,1580,1725,0.0,2,47.4756,11455,0.012547288365650274,1,2384.58,315000.0
244,7,1230,41,0.0,2,47.4437,10170,0.08317067257617712,0,1840.36,255000.0
245,8,2460,2908,0.0,4,47.7048,4425,0.00975457479224385,0,2345.22,693000.0
246,8,1660,6667,0.0,4,47.6362,4400,0.0008031988919668863,1,2106.13,780000.0
247,7,1270,4441,0.0,1,47.4207,8470,0.0120358116343506,0,1746.92,237000.0
248,10,2100,2411,0.0,4,47.6154,40510,0.0017446252077563593,1,2602.99,525000.0
249,5,770,7895,0.0,3,47.5964,5040,0.0019350695290859838,0,1798.73,425000.0
250,5,760,288,4.0,2,47.4683,10079,0.03240360110803409,0,1807.97,369900.0
251,7,1700,4877,0.0,1,47.4045,7280,0.013234335734070771,0,1910.32,290000.0
252,7,1120,4161,0.0,1,47.5544,10701,0.008947116897507271,0,1483.36,285000.0
253,7,1070,7018,0.0,3,47.6802,4500,0.003261030470914334,0,1811.57,415000.0
254,8,2070,4604,0.0,1,47.2988,9900,0.045633890581716074,1,1983.41,272500.0
255,7,1040,6279,0.0,2,47.7107,7538,0.0103798304709146,0,1614.76,436000.0
256,7,1700,3800,0.0,1,47.3271,11390,0.027379990581715453,0,1924.47,210000.0
257,7,1300,4966,0.0,1,47.5053,5898,0.0028636011080327723,0,1722.62,236000.0
258,7,1080,4714,0.0,4,47.6601,1306,0.005950504155124569,1,2072.72,331000.0
259,8,2653,4877,0.0,1,47.4145,4510,0.013685704155125643,0,1910.32,365000.0
260,8,2290,2215,0.0,1,47.4672,16258,0.010415109418281786,0,2006.16,450000.0
261,9,3820,3606,0.0,2,47.7618,26300,0.004100425207755617,1,2119.75,770000.0
262,8,2210,469,0.0,2,47.3828,49375,0.03874537257617754,0,2089.72,455000.0
263,6,2390,6841,0.0,2,47.5362,6000,0.003276453739612272,1,1672.28,405000.0
264,7,2600,4877,0.0,1,47.3954,11325,0.005749051523544994,1,1910.32,304900.0
265,6,860,4966,0.0,1,47.5048,5265,0.004916916897507532,0,1722.62,170000.0
266,9,3500,662,0.0,4,47.6811,7048,0.011584495844874846,0,2411.52,780000.0
267,8,2420,3606,0.0,2,47.7486,13959,0.0001302326869801226,1,2119.75,330000.0
268,9,2720,4741,0.0,1,47.3846,8666,0.014909940997230826,0,1956.98,370000.0
269,7,2500,1231,0.0,3,47.7564,13500,0.011449253739611275,1,2315.65,467000.0
270,7,1670,4428,0.0,3,47.7198,6720,0.003611995844875468,1,1937.39,405000.0
271,8,2900,3402,0.0,4,47.5461,10300,0.006306462049861706,1,2712.18,675000.0
272,7,1640,3402,0.0,4,47.5712,14100,0.004726572576177612,1,2712.18,500000.0
273,7,1890,3580,0.0,2,47.4281,15770,0.022028885318560357,0,2005.81,389999.0
274,8,2950,4428,2.0,3,47.7128,9025,0.0007079958448754376,1,1937.39,630000.0
275,9,2160,1717,0.0,1,47.3341,9528,0.006963390581716173,0,1876.0,360000.0
276,8,3280,4323,0.0,2,47.5399,11060,0.004253419944598495,1,1998.23,580000.0
277,8,1970,6732,3.0,2,47.5717,4166,0.007654969529086118,1,1543.6,550000.0
278,10,3360,2185,0.0,4,47.5951,22111,0.006374262049861492,0,2998.8,879000.0
279,7,1320,1537,0.0,1,47.3536,8959,0.023615546260386467,0,1963.3,265000.0
280,8,2650,1725,0.0,2,47.5084,7286,0.008975009418282965,0,2384.58,446500.0
281,7,2030,2989,0.0,2,47.5586,8880,0.005298827423823433,1,1704.62,404000.0
282,7,1590,3062,2.0,1,47.4427,11914,0.007824106371191275,1,1802.77,267500.0
283,8,2440,3800,0.0,1,47.3494,7632,0.01926902742382315,0,1924.47,335000.0
284,7,1940,7953,0.0,3,47.6933,9000,0.011080609418282449,1,1692.04,576000.0
285,8,2040,469,0.0,2,47.3537,3810,0.06265660941828212,0,2089.72,208633.0
286,7,2200,3580,0.0,2,47.476000000000006,8750,0.01577333268698061,1,2005.81,315000.0
287,8,1920,6667,0.0,4,47.6239,3300,6.553795013867864e-05,1,2106.13,725000.0
288,8,1800,3341,0.0,3,47.7776,7750,0.02335828310249282,1,2170.96,550000.0
289,8,2180,2411,0.0,4,47.6459,7297,0.0036377484764534363,0,2602.99,610750.0
290,6,1010,10643,0.0,4,47.6692,5000,0.0029228567867031307,0,1961.75,550700.0
291,8,3320,4323,0.0,2,47.5376,10574,0.004455819944597947,0,1998.23,665000.0
292,8,2370,7895,2.0,3,47.601000000000006,4000,0.0015031168975065613,1,1798.73,834000.0
293,11,4290,3402,3.0,4,47.5503,12103,0.009624609418282467,1,2712.18,1380000.0
294,11,4290,3402,3.0,4,47.5503,12103,0.009624609418282467,1,2712.18,1400000.0
295,8,1950,2215,0.0,1,47.4441,7700,0.019172083102493374,1,2006.16,305000.0
296,8,2590,6279,0.0,2,47.7357,14052,0.011297914681440238,1,1614.76,487000.0
297,7,1470,9905,0.0,3,47.6638,3864,0.004434951523545701,1,1638.48,548000.0
298,6,800,3580,0.0,2,47.48,8775,0.015204664265928255,0,2005.81,268750.0
299,9,3150,2908,0.0,4,47.6759,7119,0.004084369529085827,0,2345.22,819900.0
300,8,2030,469,0.0,4,47.5162,16200,0.018915856786704034,0,2398.57,520000.0
301,7,1450,1717,0.0,1,47.2639,11204,0.007561559002768432,0,1876.0,230000.0
302,7,1510,4604,0.0,1,47.2929,10248,0.046459580055399824,0,1983.41,240000.0
303,6,1240,5573,0.0,1,47.4957,12092,0.015623853739612953,1,1621.45,232000.0
304,6,1240,5573,0.0,1,47.4957,12092,0.015623853739612953,1,1621.45,240500.0
305,9,3030,785,0.0,4,47.7721,45004,0.020324253739611702,0,2742.81,274975.0
306,9,2050,15829,0.0,4,47.644,4400,0.001681646260387576,0,1891.24,740000.0
307,7,1000,3580,0.0,2,47.472,7636,0.017267274792242892,0,2005.81,186375.0
